            30.88972;            -8.82083;             6.49048;           130.00000;           172.00000;           190.00000
            21.88724;            16.23651;             5.43449;           163.00000;            56.00000;            68.00000
            27.40713;            -8.79282;             1.50028;           130.00000;           172.00000;           190.00000
            53.48213;             3.06077;            -1.54154;           136.00000;            69.00000;            69.00000
            34.57148;            -3.07327;            -1.51432;           136.00000;            69.00000;            69.00000
            69.64848;             4.89441;            -1.51966;           136.00000;            69.00000;            69.00000
            15.86637;            -0.48090;            -1.59089;           136.00000;            69.00000;            69.00000
            70.88445;             1.55820;            -1.47646;           136.00000;            69.00000;            69.00000
            32.34987;            -8.79923;             0.03716;           130.00000;           172.00000;           190.00000
            22.99221;            16.31011;             1.36612;           163.00000;            56.00000;            68.00000
             8.92442;             7.47927;            -1.70415;           136.00000;            69.00000;            69.00000
            10.36323;            -8.43854;             0.53120;           130.00000;           172.00000;           190.00000
            73.90645;             0.04349;            -1.45021;           136.00000;            69.00000;            69.00000
           124.99094;            12.84428;             6.09669;            40.00000;           212.00000;           164.00000
             7.37291;             4.54435;            -1.67317;           136.00000;            69.00000;            69.00000
             8.88884;            -4.34201;            -1.56264;           136.00000;            69.00000;            69.00000
            28.88524;            16.62069;             0.99553;           163.00000;            56.00000;            68.00000
            24.87818;            16.55244;             3.99663;           163.00000;            56.00000;            68.00000
            16.10062;            -8.90510;            -0.51013;           130.00000;           172.00000;           190.00000
            71.00575;            36.00525;            -1.88679;           241.00000;           195.00000;            31.00000
            16.37526;             3.03315;            -1.63136;           136.00000;            69.00000;            69.00000
            23.18795;            15.78890;             5.83864;           163.00000;            56.00000;            68.00000
            21.72894;            14.23731;            -1.34634;           136.00000;            69.00000;            69.00000
            17.48986;            -2.79012;            -1.55895;           136.00000;            69.00000;            69.00000
            28.40814;            16.64776;             0.48888;           163.00000;            56.00000;            68.00000
            53.79566;             3.56119;            -1.54668;           136.00000;            69.00000;            69.00000
            32.35288;            -8.94602;             2.49596;           130.00000;           172.00000;           190.00000
            22.87105;            -8.80382;             4.50506;           130.00000;           172.00000;           190.00000
            35.28604;            -1.45712;            -1.53207;           136.00000;            69.00000;            69.00000
            32.33492;            -8.79384;             0.50364;           130.00000;           172.00000;           190.00000
            88.45178;            -8.12624;            -1.31357;           136.00000;            69.00000;            69.00000
            50.56133;            -1.60548;            -1.49367;           136.00000;            69.00000;            69.00000
            21.38382;            15.97277;             1.48738;           163.00000;            56.00000;            68.00000
            55.67408;             2.72454;            -1.53162;           136.00000;            69.00000;            69.00000
            23.93913;            -1.94749;            -1.55299;           136.00000;            69.00000;            69.00000
            23.38291;            -8.84150;             0.99225;           130.00000;           172.00000;           190.00000
            18.87786;            15.69509;             1.48809;           163.00000;            56.00000;            68.00000
             9.37138;             4.04322;            -1.66204;           136.00000;            69.00000;            69.00000
            25.68120;            16.06614;             5.78180;           163.00000;            56.00000;            68.00000
